ST,County,StateFIPS,CountyFIPS,S_C_Rate,Population,S_Homicide_Rate,S_Suicide_Rate
NJ,OCEAN,34,29,3.405935813,4048587,0.965733699,2.38846638
NJ,PASSAIC,34,31,5.456288601,3519584,3.589025391,1.794512695
NJ,SALEM,34,33,8.549902638,459753,4.525621999,3.970081574
NJ,SOMERSET,34,35,3.567609185,2283215,1.885278506,1.644945552
NJ,SUSSEX,34,37,4.973179144,1034565,1.619174605,3.230638855
NJ,UNION,34,39,5.716510124,3784833,4.252467093,1.425515583
NJ,WARREN,34,41,5.814182357,756093,0.877202076,4.755740182
NM,BERNALILLO,35,1,14.16560805,4657755,4.273874157,9.649816492
NM,CATRON,35,3,19.03539997,25559,4.025106602,14.33944227
NM,CHAVES,35,5,18.86742651,458606,6.305435285,12.17095648
NM,CIBOLA,35,6,14.15304029,191228,4.204403644,9.654060597
NM,COLFAX,35,7,21.5815659,93827,5.920606576,14.51503548
NM,CURRY,35,9,8.650519031,342347,2.883506344,5.265533323
NM,DE BACA,35,11,19.48525852,13642,7.439825979,11.69115511
NM,DONA ANA,35,13,7.95945948,1469960,1.757448653,5.947308124
NM,EDDY,35,15,18.81348546,380245,6.485560516,12.00632691
NM,GRANT,35,17,22.22560355,206430,3.590289805,17.60951666
NM,GUADALUPE,35,19,17.32348605,32306,4.065716114,13.25776994
NM,HARDING,35,21,17.9851074,4870,5.138602113,12.61293246
NM,HIDALGO,35,23,19.79414093,33754,3.814870798,15.40344058
NM,LEA,35,25,17.40981825,461682,6.487097883,10.47915812
NM,LINCOLN,35,27,20.17912857,141815,5.503398701,14.3229479
NM,LOS ALAMOS,35,28,14.58276912,125472,3.741351844,10.62884047
NM,LUNA,35,29,14.02424059,175206,2.540623296,11.07711757
NM,MC KINLEY,35,31,13.80249001,506151,3.574745614,9.830550438
NM,MORA,35,33,16.69942116,33376,5.315892909,11.11504881
NM,OTERO,35,35,9.312715824,451438,2.425904986,6.622375697
NM,QUAY,35,37,10.40223275,61999,2.845893866,7.261936071
NM,RIO ARRIBA,35,39,15.80268607,280735,4.162925967,11.28372039
NM,ROOSEVELT,35,41,16.09054128,138426,6.78516801,8.917649385
NM,SANDOVAL,35,43,14.19739707,929503,4.220847779,9.67422962
NM,SAN JUAN,35,45,14.88764513,892943,3.695883931,10.72326887
NM,SAN MIGUEL,35,47,15.15486635,203083,4.368970479,10.71763071
NM,SANTA FE,35,49,14.41739458,1016381,4.239610847,9.933190799
NM,SIERRA,35,51,15.57687092,82671,2.726886277,12.47643858
NM,SOCORRO,35,53,18.25045069,123967,4.376804916,13.46073965
NM,TAOS,35,55,20.9546436,230068,7.077396184,13.32215752
NM,TORRANCE,35,57,14.6166337,112861,4.530130204,9.881254878
NM,UNION,35,59,19.74599679,30977,5.57534027,13.24143314
NM,VALENCIA,35,61,14.54088793,532828,4.574061441,9.717655824
NY,ALBANY,36,1,5.323272011,2139291,1.261920068,3.901798831
NY,ALLEGANY,36,3,8.574442806,340039,,7.742323884
NY,BRONX,36,5,3.551736741,9804373,2.485922912,1.033605169
NY,BROOME,36,7,8.331182804,1396121,1.219197484,6.879757229
NY,CATTARAUGUS,36,9,8.160776016,558327,3.469420819,4.516793142
NY,CAYUGA,36,11,5.632287525,558258,1.641495562,3.930553594
NY,CHAUTAUQUA,36,13,8.21470672,938273,3.503763798,4.514653633
NY,CHEMUNG,36,15,7.605700765,620641,0.76980777,6.589554509
NY,CHENANGO,36,17,6.648486223,351449,1.00914523,5.46125654
NY,CLINTON,36,19,6.7732924,573889,,6.011297005
NY,COLUMBIA,36,21,5.094404249,438981,1.204350886,3.757574765
NY,CORTLAND,36,23,5.85209503,345127,1.732966638,3.999153779
NY,DELAWARE,36,25,7.489681253,332782,1.10254191,6.19704591
NY,DUTCHESS,36,27,4.931000136,2079896,1.706884662,3.122966753
NY,ERIE,36,29,7.855725564,6443577,3.258452584,4.459453234
NY,ESSEX,36,31,7.077181227,274353,0.656351485,6.306681658
NY,FRANKLIN,36,33,6.856974851,361169,,6.018352027
NY,FULTON,36,35,5.853728337,385574,,5.131045826
NY,GENESEE,36,37,7.574965347,418383,3.613306284,3.86603281
NY,GREENE,36,39,5.570920544,342034,1.124405981,4.327259383
NY,HAMILTON,36,41,6.145364405,33670,,5.493583332
NY,HERKIMER,36,43,7.032665324,450505,1.336206412,5.579247824
NY,JEFFERSON,36,45,6.640003531,824113,0.830000441,5.696821211
NY,KINGS,36,47,3.831432825,17796745,3.078073724,0.735528117
NY,LEWIS,36,49,7.004300683,189765,1.286934764,5.56968488
NY,LIVINGSTON,36,51,7.113346533,455525,2.615560409,4.412230409
NY,MADISON,36,53,6.229954513,509942,1.891960156,4.256910351
NY,MONROE,36,55,6.827148637,5224483,2.77953331,3.970761871
NY,MONTGOMERY,36,57,6.075240514,349636,1.072101267,4.846791145
NY,NASSAU,36,59,3.289869598,9408255,1.653341621,1.611307512
NY,NEW YORK,36,61,4.347327697,11259824,3.501567549,0.815626176
NY,NIAGARA,36,63,7.880147002,1506664,3.738166367,4.015067579
NY,ONEIDA,36,65,6.919415069,1638839,1.324994375,5.47173603
NY,ONONDAGA,36,67,5.836713688,3267938,1.879313386,3.92125966
NY,ONTARIO,36,69,6.738861442,758091,2.595619326,4.070126079
NY,ORANGE,36,71,4.991678795,2614282,1.559464505,3.313862073
NY,ORLEANS,36,73,7.102332801,298727,3.074544823,3.960658178
NY,OSWEGO,36,75,6.350804678,852671,1.874635116,4.399653843
NY,OTSEGO,36,77,7.29019834,433767,1.327608004,5.822842125
NY,PUTNAM,36,79,3.880509764,697624,1.61768149,2.195424879
NY,QUEENS,36,81,4.073077994,15809153,3.026910701,1.025243947
NY,RENSSELAER,36,83,5.37773667,1116243,0.972717227,4.224371958
NY,RICHMOND,36,85,3.315684159,3287406,1.733889882,1.520956036
NY,ROCKLAND,36,87,3.200172412,2204209,1.297245031,1.835127117
NY,ST LAWRENCE,36,89,7.22588729,784052,0.870133024,6.204426783
NY,SARATOGA,36,91,5.479887226,1548082,1.204516274,4.156242968
NY,SCHENECTADY,36,93,5.199533015,1083109,1.309234932,3.740671234
NY,SCHOHARIE,36,95,5.787491072,226516,1.589522196,4.116454917
NY,SCHUYLER,36,97,6.076305235,129375,,5.263551031
NY,SENECA,36,99,5.649783795,246822,,4.939701679
NY,STEUBEN,36,101,7.659576127,692310,0.863443127,6.601161972
NY,SUFFOLK,36,103,3.622431545,10467897,1.33828721,2.253957406
NY,SULLIVAN,36,105,6.823743078,539965,1.267007999,5.448134394
NY,TIOGA,36,107,7.070589893,355139,0.982692155,5.800280523
NY,TOMPKINS,36,109,5.617268897,717613,0.739999495,4.709087698
NY,ULSTER,36,111,5.838470641,1273919,1.351376351,4.369012862
NY,WARREN,36,113,6.169703128,458516,,5.552732816
NY,WASHINGTON,36,115,6.774107355,440779,0.710863117,5.916890066
NY,WAYNE,36,117,6.519245687,651857,2.849649661,3.602387307
NY,WESTCHESTER,36,119,4.049328317,6691813,2.540512027,1.456147138
NY,WYOMING,36,121,8.144487199,292972,3.619772088,4.383685029
NY,YATES,36,123,6.837541998,177046,,6.138815079
NC,ALAMANCE,37,1,10.19259483,1065804,3.41044998,6.459185569
NC,ALEXANDER,37,3,13.31493794,259693,3.512877245,9.292126906
NC,ALLEGHANY,37,5,17.11604166,77138,3.860213652,12.89165691
NC,ANSON,37,7,12.87985041,185357,3.915733417,8.446334064
NC,ASHE,37,9,16.63496863,189883,3.267583125,12.77327949
NC,AVERY,37,11,14.77674828,124705,2.985583411,10.84635999
NC,BEAUFORT,37,13,11.52817748,332710,3.678398736,7.736013837
NC,BERTIE,37,15,15.08109021,145741,6.411720987,8.217839575
NC,BLADEN,37,17,18.61599733,244105,9.544460526,8.426640825
NC,BRUNSWICK,37,19,13.53625284,772916,4.29593653,8.774247725
NC,BUNCOMBE,37,21,13.05378134,1692603,2.219866697,10.42372188
NC,BURKE,37,23,14.01129974,632999,3.452059356,10.1079908
NC,CABARRUS,37,25,10.69468872,1271506,4.331812451,6.101619095
NC,CALDWELL,37,27,14.37930154,576050,3.495363812,10.51450903
NC,CAMDEN,37,29,11.16972615,70319,3.963451215,6.990086688
NC,CARTERET,37,31,12.22615206,469344,2.937452118,8.931442249
NC,CASWELL,37,33,11.78906507,164445,3.41712031,7.957008721
NC,CATAWBA,37,35,12.72623364,1080769,3.217040474,9.083408398
NC,CHATHAM,37,37,9.131477278,454447,3.460655402,5.409091636
NC,CHEROKEE,37,39,17.34028982,190722,2.826390852,13.36806484
NC,CHOWAN,37,41,10.31918301,103302,,
NC,CLAY,37,43,19.04512504,74127,3.213864851,14.99803597
NC,CLEVELAND,37,45,13.44603377,683726,3.572951206,9.56239115
NC,COLUMBUS,37,47,16.81684676,402359,7.192624617,9.011214364
NC,CRAVEN,37,49,11.90732939,723800,3.888107555,7.80659095
NC,CUMBERLAND,37,51,17.67233169,2248241,8.906714075,8.148320599
NC,CURRITUCK,37,53,10.3856311,167669,3.280694684,6.930224865
NC,DARE,37,55,13.17502462,239824,,10.7186641
NC,DAVIDSON,37,57,11.23926394,1141632,3.766509364,7.201565904
NC,DAVIE,37,59,10.99248258,288755,3.202157968,7.503564193
NC,DUPLIN,37,61,13.62493478,411316,4.880963225,8.352450439
NC,DURHAM,37,63,8.157607254,1933609,3.213602858,4.753850381
NC,EDGECOMBE,37,65,13.23206787,391497,6.363286572,6.57143146
NC,FORSYTH,37,67,10.96463031,2482783,3.764304219,6.915814728
NC,FRANKLIN,37,69,9.189307907,427299,3.375054583,5.575311406
NC,GASTON,37,71,11.20071275,1452229,4.626580123,6.336403212
NC,GATES,37,73,11.58806966,83653,4.190036486,7.07068657
NC,GRAHAM,37,75,14.82880093,61201,2.660128411,11.09330146
NC,GRANVILLE,37,77,9.318527293,409810,3.744828725,5.331784568
NC,GREENE,37,79,12.03643236,149227,5.593955511,6.222489838
NC,GUILFORD,37,81,10.65435304,3465413,3.544868157,6.82313063
NC,HALIFAX,37,83,15.23202782,379790,6.949360174,7.838231824
NC,HARNETT,37,85,10.42336319,828520,4.067078315,6.07308406
NC,HAYWOOD,37,87,12.83501784,413108,1.709855317,10.45898512
NC,HENDERSON,37,89,12.72802635,753141,2.672741061,9.708551312
NC,HERTFORD,37,91,12.18921181,171416,4.40573921,7.489756656
NC,HOKE,37,93,18.35155663,338965,9.556340547,8.09751865
NC,HYDE,37,95,12.40698172,40324,,9.952853469
NC,IREDELL,37,97,11.41274205,1129202,4.399627524,6.719290542
NC,JACKSON,37,99,15.20693309,281759,2.376083296,12.09162388
NC,JOHNSTON,37,101,9.280560835,1204201,3.496518702,5.566596939
NC,JONES,37,103,12.37725515,71110,3.527816685,8.520574197
NC,LEE,37,105,13.67833813,408631,5.350517123,7.89632769
NC,LENOIR,37,107,11.98849942,414339,4.999570717,6.831874122
NC,LINCOLN,37,109,11.43621797,548775,4.382102212,6.733474131
NC,MC DOWELL,37,111,13.09094894,314472,2.335609832,10.32281876
NC,MACON,37,113,16.87081837,236621,2.790661685,13.06537062
NC,MADISON,37,115,13.55036606,146032,2.134646708,10.76604427
NC,MARTIN,37,117,12.97092807,168598,5.596028969,7.115480543
NC,MECKLENBURG,37,119,10.97184519,6635412,4.283528603,6.43554058
NC,MITCHELL,37,121,15.89785421,108357,3.079689035,11.48640775
NC,MONTGOMERY,37,123,13.84088176,193622,3.810361795,9.412623461
NC,MOORE,37,125,15.28036928,625935,6.328082275,8.382459696
NC,NASH,37,127,8.882554245,666045,3.385683327,5.282833467
NC,NEW HANOVER,37,129,11.5392423,1445148,3.164608256,8.104484559
NC,NORTHAMPTON,37,131,14.17481467,151004,6.107233981,7.464397088
NC,ONSLOW,37,133,12.44282503,1254936,2.790914024,9.225521358
NC,ORANGE,37,135,10.55465867,948260,4.606044783,5.65944516
NC,PAMLICO,37,137,12.89098667,91579,3.135645407,9.581138744
NC,PASQUOTANK,37,139,9.4293899,282210,,6.034809536
NC,PENDER,37,141,12.86230861,373094,4.225118817,8.207199827
NC,PERQUIMANS,37,143,9.587387259,94075,,5.681414672
NC,PERSON,37,145,11.65165177,274899,5.047375013,6.227606982
NC,PITT,37,147,12.16574983,1189208,5.003450349,6.984511908
NC,POLK,37,149,13.59206393,142748,3.504203983,9.587259382
NC,RANDOLPH,37,151,10.98305662,992649,3.703003035,6.939981878
NC,RICHMOND,37,153,16.0293658,324673,6.307206977,8.955536979
NC,ROBESON,37,155,17.7375308,939026,8.69197938,8.441532517
NC,ROCKINGHAM,37,157,11.36695679,649896,3.989578952,7.065343731
NC,ROWAN,37,159,11.92755359,967612,3.268075829,8.253276246
NC,RUTHERFORD,37,161,14.14252276,470641,3.21805907,10.44457768
NC,SAMPSON,37,163,14.55585814,445088,6.076277231,8.086587857
NC,SCOTLAND,37,165,18.79637558,253004,10.44243088,7.533467991
NC,STANLY,37,167,11.9568685,423702,3.548381509,8.055330535
NC,STOKES,37,169,11.80695949,329139,4.241945998,7.262916442
NC,SURRY,37,171,13.58516682,513824,3.586484041,9.737847579
NC,SWAIN,37,173,13.16947731,98146,1.963869423,10.2429268
NC,TRANSYLVANIA,37,175,13.15190501,230128,2.869506547,9.904831809
NC,TYRRELL,37,177,,29802,,
NC,UNION,37,179,11.10457647,1438269,4.748546012,6.115831634
NC,VANCE,37,181,16.41705088,315298,6.041474724,9.850230528
NC,WAKE,37,183,9.137974233,6496765,3.647138614,5.273456496
NC,WARREN,37,185,16.29663832,145074,7.366409748,8.395237925
NC,WASHINGTON,37,187,12.25288469,90798,2.846629776,9.158721888
NC,WATAUGA,37,189,15.14339506,360575,3.00719902,11.59919622
NC,WAYNE,37,191,12.28597305,861328,5.032808235,6.957117267
NC,WILKES,37,193,13.68742991,484156,3.084856362,10.08411029
NC,WILSON,37,195,12.00936094,567904,5.288890745,6.481873619
NC,YADKIN,37,197,11.47944937,267033,3.29090454,7.878812634
NC,YANCEY,37,199,13.24957585,124268,2.506676513,10.26543715
ND,ADAMS,38,1,,16362,,
ND,BARNES,38,3,6.622200607,77541,,6.052548942
ND,BENSON,38,5,10.74144919,47047,,10.32831653
ND,BILLINGS,38,7,16.43695727,5888,,13.98889981
ND,BOTTINEAU,38,9,13.34021861,45660,,11.61890008
ND,BOWMAN,38,11,,22265,,
ND,BURKE,38,13,13.81173916,14594,,12.17074045
ND,BURLEIGH,38,15,10.40828982,588975,,8.874436583
ND,CASS,38,17,6.173785565,1081869,,5.578069414
ND,CAVALIER,38,19,13.83913391,27602,,11.86211478
ND,DICKEY,38,21,9.113789163,36753,,8.412728458
ND,DIVIDE,38,23,19.80530524,15232,,17.22200456
ND,DUNN,38,25,15.76348555,26805,,13.54327632
ND,EDDY,38,27,,16762,,
ND,EMMONS,38,29,10.5590477,24617,,8.835121548
ND,FOSTER,38,31,11.13404534,23576,,10.27758032
ND,GOLDEN VALLEY,38,33,,12172,,
ND,GRAND FORKS,38,35,8.054685948,474072,,7.088123634
ND,GRANT,38,37,15.04447933,16658,,12.64608407
ND,GRIGGS,38,39,10.72392824,16577,,10.09310893
ND,HETTINGER,38,41,15.53062261,17840,,13.43188982
ND,KIDDER,38,43,9.636777799,16983,,8.432180574
ND,LA MOURE,38,45,9.38477293,29005,,8.832727463
ND,LOGAN,38,47,9.557564414,13735,,9.159332563
ND,MC HENRY,38,49,11.76688127,39282,,10.23871487
ND,MC INTOSH,38,51,,19683,,
ND,MC KENZIE,38,53,17.57451287,53697,,15.12225526
ND,MC LEAN,38,55,11.09595939,64211,,9.488958373
ND,MERCER,38,57,14.22559202,59356,,12.00861664
ND,MORTON,38,59,12.51904877,195786,,10.53761659
ND,MOUNTRAIL,38,61,13.51989203,58253,,11.85955441
ND,NELSON,38,63,9.356800188,21702,,8.287451595
ND,OLIVER,38,65,10.63772049,12922,,9.009497965
ND,PEMBINA,38,67,12.17821043,51208,,9.821137445
ND,PIERCE,38,69,12.63495714,30707,,11.05558749
ND,RAMSEY,38,71,10.72298824,80379,,9.243955378
ND,RANSOM,38,73,6.761200106,38485,,6.049494832
ND,RENVILLE,38,75,12.39343856,17541,,10.79999646
ND,RICHLAND,38,77,6.206544072,114205,,5.396994845
ND,ROLETTE,38,79,11.48843063,99190,,
ND,SARGENT,38,81,9.994365246,27218,,8.271198824
ND,SHERIDAN,38,83,10.527478,9240,,9.115255343
ND,SIOUX,38,85,13.4682726,29796,,10.58221418
ND,SLOPE,38,87,14.1535805,5181,,11.67670391
ND,STARK,38,89,14.71419154,182198,,12.16373168
ND,STEELE,38,91,6.600156223,13803,,5.968836932
ND,STUTSMAN,38,93,11.29879668,147087,,10.45138693
ND,TOWNER,38,95,11.30074951,15940,,10.30362455
ND,TRAILL,38,97,6.545134774,56819,,5.96451798
ND,WALSH,38,99,9.386557199,77777,,8.260170335
ND,WARD,38,101,12.78017016,447738,,11.22161283
ND,WELLS,38,103,10.59460672,29516,,10.28300064
ND,WILLIAMS,38,105,19.12473805,177904,,16.88673679
OH,ADAMS,39,1,11.82670459,198880,3.475145424,7.735001104
OH,ALLEN,39,3,7.142939537,741066,1.685911195,5.235197922
OH,ASHLAND,39,5,6.866577785,372623,1.336448025,5.299707687
OH,ASHTABULA,39,7,9.861136363,705226,2.054998026,7.592076042
OH,ATHENS,39,9,11.55268522,452904,1.774007843,9.389261022
OH,AUGLAIZE,39,11,7.670416557,321510,1.681749085,5.74255785
OH,BELMONT,39,13,12.68182628,489870,2.327376358,9.974470106
OH,BROWN,39,15,10.15211754,311687,1.530282423,8.435215307
OH,BUTLER,39,17,11.46445286,2585654,5.323530213,5.938321104
OH,CARROLL,39,19,10.74647104,200641,2.489529971,8.028734155
OH,CHAMPAIGN,39,21,7.938489433,278692,1.817974679,5.87811813
OH,CLARK,39,23,10.97740584,964804,4.502833989,6.264812506
OH,CLERMONT,39,25,10.86970112,1389380,4.890357184,5.818012567
OH,CLINTON,39,27,7.092392894,294575,0.893835817,6.140263437
OH,COLUMBIANA,39,29,12.29206566,749527,4.071585692,7.975669441
OH,COSHOCTON,39,31,9.968621929,257657,1.874209572,7.578325663
OH,CRAWFORD,39,33,7.41204693,303400,1.08897372,6.217688657
OH,CUYAHOGA,39,35,9.502098286,8916076,4.081887292,5.234904635
OH,DARKE,39,37,11.12428982,368422,4.200142257,6.69587896
OH,DEFIANCE,39,39,9.860015873,272214,3.857156468,5.594154083
OH,DELAWARE,39,41,10.98446461,1245541,5.082364221,5.721758429
OH,ERIE,39,43,7.993593665,536803,1.575798034,6.274541264
OH,FAIRFIELD,39,45,12.11106981,1029574,5.534723594,6.399800008
OH,FAYETTE,39,47,8.468245496,202211,1.038855395,7.271987768
OH,FRANKLIN,39,49,11.08004043,8281859,4.910561319,6.013091807
OH,FULTON,39,51,9.156154407,298268,3.518432368,5.5348439
OH,GALLIA,39,53,14.15136177,215547,3.537840442,9.965747725
OH,GEAUGA,39,55,10.67252299,656092,4.711107237,5.809444554
OH,GREENE,39,57,9.980858577,1137715,3.923679047,5.873257074
OH,GUERNSEY,39,59,11.61093485,279540,1.647226051,9.320888875
OH,HAMILTON,39,61,9.923394242,5618426,3.898222254,5.86156047
OH,HANCOCK,39,63,6.405042429,526303,1.275077891,5.041005615
OH,HARDIN,39,65,7.173332368,223470,1.409047429,5.604165913
OH,HARRISON,39,67,11.93985029,110229,2.170881871,9.497608186
OH,HENRY,39,69,8.28857704,197328,3.051861002,5.167355561
OH,HIGHLAND,39,71,11.0022837,303597,1.94730685,8.616832813
OH,HOCKING,39,73,9.940153537,204273,1.280426557,8.289077186
OH,HOLMES,39,75,8.863692953,300085,1.89410866,6.656964417
OH,HURON,39,77,7.849883689,415830,1.455729604,6.3020193
OH,JACKSON,39,79,11.80598537,231025,2.334765764,8.678280291
OH,JEFFERSON,39,81,12.04973307,482468,2.387904419,9.33119573
OH,KNOX,39,83,7.436849775,426120,1.331667315,5.900310565
OH,LAKE,39,85,10.70228801,1607915,5.149214042,5.410040244
OH,LAWRENCE,39,87,12.57933634,435812,3.028358749,8.951961578
OH,LICKING,39,89,11.24956589,1168537,4.88587044,6.122417897
OH,LOGAN,39,91,6.947990253,320076,,6.1939448
OH,LORAIN,39,93,9.869858653,2112912,4.658514316,5.041809797
OH,LUCAS,39,95,8.631463096,3077563,2.902751824,5.621201945
OH,MADISON,39,97,11.51860095,303171,5.39882024,5.93534896
OH,MAHONING,39,99,11.4807729,1661086,3.691035433,7.525305078
OH,MARION,39,101,5.918741662,464245,,5.120709079
OH,MEDINA,39,103,9.714846592,1212313,4.497183769,5.031732745
OH,MEIGS,39,105,11.97803508,165170,2.385236424,8.970563071
OH,MERCER,39,107,6.327564965,285868,,5.490862159
OH,MIAMI,39,109,11.20887743,720729,4.717069252,6.258289899
OH,MONROE,39,111,11.92252314,102584,1.498459193,10.22861275
OH,MONTGOMERY,39,113,9.333262458,3745941,3.214103628,5.90723991
OH,MORGAN,39,115,11.20824927,105063,1.696661587,8.740377872
OH,MORROW,39,117,6.310140001,244733,1.070470179,5.070648215
OH,MUSKINGUM,39,119,11.63981496,601278,2.096612633,8.964826431
OH,NOBLE,39,121,12.35843437,102124,1.799312284,9.990918208
OH,OTTAWA,39,123,9.374723056,289591,3.801140556,5.552227778
OH,PAULDING,39,125,10.50895494,135824,4.465561589,5.567066781
OH,PERRY,39,127,10.54067639,252168,1.887882339,8.15460288
OH,PICKAWAY,39,129,12.08427008,392068,5.494509506,6.388964542
OH,PIKE,39,131,12.42839494,199933,2.613908459,9.124020093
OH,PORTAGE,39,133,10.97001452,1129240,4.998493784,5.778891035
OH,PREBLE,39,135,10.89518276,294627,4.039189707,6.576970082
OH,PUTNAM,39,137,6.614125964,240569,1.435140539,4.99179318
OH,RICHLAND,39,139,7.380610072,865803,1.217420218,5.972967945
OH,ROSS,39,141,11.38311271,543236,1.428649774,9.401437222
OH,SANDUSKY,39,143,7.451095413,424750,1.049927081,6.333431101
OH,SCIOTO,39,145,12.37823419,550944,3.043828081,8.573449093
OH,SENECA,39,147,6.583405323,394711,0.867082652,5.71632267
OH,SHELBY,39,149,7.082826267,344892,,6.287428665
OH,STARK,39,151,10.09673054,2628987,3.357183887,6.479364901
OH,SUMMIT,39,153,9.992716192,3792740,4.387705919,5.399421093
OH,TRUMBULL,39,155,11.51423719,1461878,3.591987681,7.567310016
OH,TUSCARAWAS,39,157,10.05542005,648335,2.101469809,7.682792849
OH,UNION,39,159,11.04913111,368012,5.180640668,5.711765174
OH,VAN WERT,39,161,9.622683873,201056,3.784922324,5.452854195
OH,VINTON,39,163,12.80374121,93538,1.836602223,10.28497245
OH,WARREN,39,165,10.82998006,1507194,4.717767832,5.934067352
OH,WASHINGTON,39,167,10.947969,431459,1.355462828,9.175440682
OH,WAYNE,39,169,8.659999528,804107,2.535437124,5.883092202
OH,WILLIAMS,39,171,7.400617634,263827,,6.237663435
OH,WOOD,39,173,8.656481039,890901,3.09514714,5.54478231
OH,WYANDOT,39,175,6.376429625,157995,,5.506916494
OK,ADAIR,40,1,10.64155845,156688,1.846882045,8.288982513
OK,ALFALFA,40,3,12.32738042,39732,,10.58704436
OK,ATOKA,40,5,18.6211344,98198,3.430208968,14.3088717
OK,BEAVER,40,7,10.26344053,38977,,9.347061907
OK,BECKHAM,40,9,17.00044722,159973,,13.63098921
OK,BLAINE,40,11,12.28054337,75115,1.725914203,10.02357864
OK,BRYAN,40,13,15.89982919,301056,3.481027693,11.66614686
OK,CADDO,40,15,13.68847697,205755,3.33865292,9.978862617
OK,CANADIAN,40,17,14.21887895,836506,4.512182949,9.28849368
OK,CARTER,40,19,17.07939165,335552,3.075909397,13.19403241
OK,CHEROKEE,40,21,16.51568821,331859,3.928283897,11.99604975
OK,CHOCTAW,40,23,18.90881007,106088,4.148768454,13.64306549
OK,CIMARRON,40,25,14.71882249,16915,,11.51907847
OK,CLEVELAND,40,27,14.4683107,1822173,4.670225191,9.387387318
OK,COAL,40,29,17.13124437,41116,3.135129688,13.32430117
OK,COMANCHE,40,31,14.80574755,864839,4.27489894,10.06165238
OK,COTTON,40,33,13.55682815,43145,3.928889687,9.153017733
OK,CRAIG,40,35,15.11639092,103757,1.955617008,12.52651975
OK,CREEK,40,37,16.92799009,491153,5.897386146,10.64851977
OK,CUSTER,40,39,16.8309937,196612,2.955059962,13.36201026
OK,DELAWARE,40,41,12.85630502,289341,2.068464916,10.24685697
OK,DEWEY,40,43,14.71298026,33582,,12.38043461
OK,ELLIS,40,45,13.19389868,28733,,12.04660314
OK,GARFIELD,40,47,11.6955365,427001,1.765364,9.415274665
OK,GARVIN,40,49,13.93787344,192258,2.313797173,11.01808177
OK,GRADY,40,51,13.66909563,369601,3.202662502,10.03721032
OK,GRANT,40,53,12.33559421,31688,,10.58724228
OK,GREER,40,55,15.22765342,43230,,11.42074006
OK,HARMON,40,57,12.83940473,20106,,9.876465174
OK,HARPER,40,59,10.34711529,26028,,9.129807605
OK,HASKELL,40,61,17.59961667,89611,4.314744732,12.49005054
OK,HUGHES,40,63,17.53912694,96291,4.540586163,12.10822977
OK,JACKSON,40,65,10.81645898,183643,,8.775617661
OK,JEFFERSON,40,67,16.14649995,44830,3.052082308,12.3067835
OK,JOHNSTON,40,69,14.82965568,76787,2.723814308,11.42488779
OK,KAY,40,71,12.92726465,322263,1.731882346,10.82426466
OK,KINGFISHER,40,73,14.92082214,105645,5.257675954,9.244265414
OK,KIOWA,40,75,15.06109382,65872,4.638816897,10.12105505
OK,LATIMER,40,77,19.04761905,76843,3.393541325,14.4499179
OK,LE FLORE,40,79,14.70362087,349945,3.1475641,10.79164834
OK,LINCOLN,40,81,15.41595249,239512,5.468403824,9.521617713
OK,LOGAN,40,83,14.54248291,299370,4.999794395,9.124951128
OK,LOVE,40,85,15.00026747,66490,2.81255015,11.52594081
OK,MC CLAIN,40,87,12.15399611,246005,1.919052017,9.784796085
OK,MC CURTAIN,40,89,19.58246315,231902,4.519029958,14.09506963
OK,MC INTOSH,40,91,18.65554796,141752,5.063648732,12.8590027
OK,MAJOR,40,93,11.69600592,53233,,10.10109602
OK,MARSHALL,40,95,15.17758638,110951,3.104506306,11.32569893
OK,MAYES,40,97,15.96041071,287460,2.52006485,12.78699572
OK,MURRAY,40,99,15.99812178,94773,3.012633322,12.46606892
OK,MUSKOGEE,40,101,16.84937268,493205,4.154000466,11.99525977
OK,NOBLE,40,103,12.4242661,80561,2.164834244,9.835877327
OK,NOWATA,40,105,12.03818045,74182,1.747477807,9.772931439
OK,OKFUSKEE,40,107,17.19759234,85372,4.249405083,12.24828524
OK,OKLAHOMA,40,109,14.36002868,5126341,4.663366065,9.259472042
OK,OKMULGEE,40,111,17.78252971,277193,6.140155998,11.2755592
OK,OSAGE,40,113,16.43434479,334500,5.750283432,10.31923975
OK,OTTAWA,40,115,15.79620352,224134,2.395632761,12.42734495
OK,PAWNEE,40,117,16.7163872,115800,5.743579193,10.64705277
OK,PAYNE,40,119,13.43285688,545379,2.765588181,10.2157441
OK,PITTSBURG,40,121,18.59897631,317470,3.613515398,13.92266227
OK,PONTOTOC,40,123,15.65960893,263243,3.334365399,11.78936337
OK,POTTAWATOMIE,40,125,14.84916619,491048,5.004938087,9.370947908
OK,PUSHMATAHA,40,127,19.68133693,79631,3.72993079,14.91972316
OK,ROGER MILLS,40,129,17.41836365,25891,,13.89554853
OK,ROGERS,40,131,16.8164499,614068,5.482226974,10.96445395
OK,SEMINOLE,40,133,14.54332609,177959,4.039812804,9.875097965
OK,SEQUOYAH,40,135,13.73708928,292576,3.632403416,9.378205183
OK,STEPHENS,40,137,15.2033904,313766,4.158982177,10.58229909
OK,TEXAS,40,139,9.647060505,146969,,8.753814162
OK,TILLMAN,40,141,12.84755789,55196,3.953094734,8.535090903
OK,TULSA,40,143,16.76382948,4265207,5.277236311,11.09940463
